idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,anomaly_label_x,anomaly_label_y,net_spending,fee_ratio,cashback_ratio,points_per_dollar,hour,weekday,is_weekend,day_part,transactions_per_user,avg_spent_per_user,merchant_transaction_count
3692,5d9f7363-9708-46ad-86a7-e1de72abc6ad,USER_09959,2024-05-17 21:13:00,Online Shopping,Fitness Tracker,Myntra,4944.25,19.15,31.02,370,Bank Transfer,Successful,MERCH_0388,iOS,Urban,normal,normal,4913.23,0.0038731860241694896,0.006273954593719978,0.07483440360014158,21,4,0,Evening,1,4944.25,10
3693,3234d281-3fac-41e3-94d1-730d345ef580,USER_04232,2024-05-17 22:15:00,Movie Ticket,Dangal,Cinepolis,8569.99,3.8,43.46,2,UPI,Successful,MERCH_0145,Android,Urban,normal,normal,8526.53,0.0004434077519343663,0.005071184447123042,0.00023337250101808753,22,4,0,Evening,4,4167.545,1
3694,a178a1aa-9601-4eeb-872a-91a3ac8d2554,USER_03826,2024-05-17 22:20:00,Gift Card,Rs. 250 Coffee Shop Card,Flipkart,3849.45,12.3,29.33,161,Bank Transfer,Successful,MERCH_0405,iOS,Rural,normal,normal,3820.12,0.003195261660756732,0.007619270285365441,0.041824156697710065,22,4,0,Evening,1,3849.45,7
3695,226f1a24-f27b-48e1-8e5e-44339b663949,USER_04819,2024-05-17 23:18:00,Movie Ticket,Avengers: Endgame,PVR Cinemas,9609.02,25.75,89.72,194,Debit Card,Successful,MERCH_0018,Android,Suburban,normal,normal,9519.300000000001,0.0026797737958709628,0.00933706038701137,0.020189363743649196,23,4,0,Evening,1,9609.02,2
3696,8ce24b34-16e8-4abe-95a5-ab7199be309f,USER_08149,2024-05-18 01:28:00,Food Delivery,Pizza Margherita,Swiggy,7674.17,0.62,18.31,575,Bank Transfer,Successful,MERCH_0503,Android,Suburban,normal,normal,7655.86,8.079049591030691e-05,0.0023859257743834186,0.07492666959423624,1,5,1,Night,2,5647.545,7
3697,a7e28dac-9dce-485e-816c-70a65fe91ede,USER_05657,2024-05-18 01:47:00,Loan Repayment,Business Loan Repayment,Bajaj Finserv,3311.17,39.68,1.92,543,UPI,Successful,MERCH_0527,Android,Urban,normal,normal,3309.25,0.011983679484895067,0.0005798554589465355,0.16399037198331706,1,5,1,Night,3,4061.2466666666664,2
3698,e14c49de-9a26-4d6a-8d06-ae647d2f77e6,USER_07903,2024-05-18 01:56:00,Movie Ticket,Avengers: Endgame,SPI Cinemas,8066.1,23.83,16.28,803,Bank Transfer,Successful,MERCH_0886,Android,Urban,normal,normal,8049.820000000001,0.0029543397676696295,0.0020183236012447157,0.09955244789923258,1,5,1,Night,1,8066.1,9
3699,44721507-df35-4eac-99a6-511637d8d698,USER_04140,2024-05-18 04:17:00,Rent Payment,2BHK Flat Deposit,NoBroker,7972.29,46.65,90.07,44,UPI,Successful,MERCH_0033,Android,Rural,normal,normal,7882.22,0.005851518196151921,0.01129788304238807,0.005519116840957868,4,5,1,Night,1,7972.29,5
3700,f0f500ee-c36a-4566-8384-c0e066f5b342,USER_04492,2024-05-18 06:29:00,Internet Bill,4G Unlimited Plan,BSNL Broadband,6813.15,10.9,69.01,99,Credit Card,Successful,MERCH_0771,iOS,Urban,normal,normal,6744.139999999999,0.001599847354013929,0.01012894182573406,0.014530723674071466,6,5,1,Morning,1,6813.15,3
3701,83532a48-b960-46e4-8337-c82c3e646d3a,USER_03482,2024-05-18 07:18:00,Internet Bill,Broadband 50Mbps Plan,BSNL Broadband,7816.63,29.99,18.97,714,Credit Card,Successful,MERCH_0294,Android,Urban,normal,normal,7797.66,0.0038366917712620396,0.0024268770557132674,0.09134371206005656,7,5,1,Morning,1,7816.63,7
3702,b71136ef-7450-4a05-9a66-3a003fc03eb9,USER_08964,2024-05-18 18:00:00,Grocery Shopping,Whole Wheat Atta,BigBasket,5522.37,33.31,94.94,575,UPI,Successful,MERCH_0505,Android,Urban,normal,normal,5427.43,0.00603183053652689,0.017191894059977873,0.10412196212857885,18,5,1,Evening,1,5522.37,8
3703,b0c5214f-4e5f-4270-a7b2-bc951e543fe4,USER_02931,2024-05-18 19:16:00,Movie Ticket,Avengers: Endgame,PVR Cinemas,1624.55,5.9,48.67,121,Credit Card,Successful,MERCH_0564,Android,Urban,normal,normal,1575.8799999999999,0.003631774953063926,0.029959065587393433,0.07448216429165,19,5,1,Evening,1,1624.55,4
3704,757560c8-d60d-4457-8405-5a7b6fa46a42,USER_02923,2024-05-18 19:57:00,Education Fee,MBA Entrance Prep,Unacademy,3884.34,2.33,11.35,227,Wallet Balance,Successful,MERCH_0602,iOS,Suburban,normal,normal,3872.9900000000002,0.0005998445038281922,0.0029219893212231677,0.058439786424463354,19,5,1,Evening,1,3884.34,5
3705,1f882302-c41d-4016-ba8c-d7bace28300b,USER_06097,2024-05-18 22:54:00,Bus Ticket,Semi-Sleeper,MakeMyTrip Bus,3630.04,8.59,43.12,738,Bank Transfer,Successful,MERCH_0522,Android,Suburban,normal,normal,3586.92,0.0023663651089244194,0.011878656984496038,0.2033035448645194,22,5,1,Evening,2,6650.129999999999,6
3706,62a347be-9384-433a-a732-bfe30a329e56,USER_08383,2024-05-18 23:27:00,Gas Bill,Commercial Gas Connection,Bharat Gas,1186.89,37.11,33.96,584,UPI,Successful,MERCH_0142,Android,Urban,normal,normal,1152.93,0.031266587468088865,0.028612592573869524,0.4920422280076502,23,5,1,Evening,1,1186.89,5
3707,148093cd-b0e3-498d-8a44-7ae00143759b,USER_09326,2024-05-19 00:12:00,Loan Repayment,Car Loan Installment,HDFC Bank,910.24,4.51,82.65,366,Credit Card,Successful,MERCH_0723,Android,Urban,normal,normal,827.59,0.0049547372121638246,0.0908002285111619,0.4020917560203902,0,6,1,Night,1,910.24,7
3708,adda4e69-e4fc-4267-ad79-1ffcf034c5d1,USER_07486,2024-05-19 00:49:00,Gaming Credits,Legendary Weapon,Minecraft,368.27,4.18,72.37,621,Bank Transfer,Successful,MERCH_0614,iOS,Urban,normal,normal,295.9,0.011350367936568278,0.19651342764819293,1.686262796317919,0,6,1,Night,1,368.27,4
3709,342f105a-06fc-41c6-a328-febae63dafd4,USER_08258,2024-05-19 00:55:00,Mobile Recharge,Prepaid Plan 399,Idea,9034.93,3.43,44.41,466,Wallet Balance,Successful,MERCH_0727,iOS,Urban,normal,normal,8990.52,0.00037963769503471527,0.004915367357577756,0.051577599383725165,0,6,1,Night,1,9034.93,11
3710,8783b5c8-b39d-4457-9409-2592d92fe59e,USER_07680,2024-05-19 00:57:00,Mobile Recharge,Annual Plan 2999,Airtel,2752.97,38.32,59.21,566,UPI,Successful,MERCH_0612,iOS,Urban,normal,normal,2693.7599999999998,0.013919512381173787,0.02150768079564979,0.20559613798915355,0,6,1,Night,2,2480.45,8
3711,58ae232e-92a6-465e-9fbf-e73465943f2d,USER_03778,2024-05-19 01:12:00,Gas Bill,Domestic LPG Cylinder,Bharat Gas,6661.8,23.93,89.4,747,UPI,Pending,MERCH_0037,Android,Urban,normal,normal,6572.400000000001,0.0035921222492419466,0.013419796451409529,0.11213185625506619,1,6,1,Night,1,6661.8,4
3712,e81e135b-710d-4af9-9eb1-0a8f05d266c7,USER_09926,2024-05-19 02:07:00,Hotel Booking,Service Apartment,Airbnb,9638.15,26.2,2.86,652,Wallet Balance,Successful,MERCH_0569,Web,Urban,normal,normal,9635.289999999999,0.0027183640013903085,0.00029673744442657566,0.0676478369811634,2,6,1,Night,2,7169.87,4
3713,3f7ae9f2-38ca-4730-8637-f9da60f629ee,USER_08966,2024-05-19 03:43:00,Electricity Bill,Temporary Connection Bill,CESC,5346.85,37.35,20.14,827,Debit Card,Successful,MERCH_0339,Android,Rural,normal,normal,5326.71,0.00698542132283494,0.00376670376015785,0.15467050693398915,3,6,1,Night,1,5346.85,5
3714,5bcd691f-39af-4104-a901-67202ff2b48f,USER_07563,2024-05-19 04:23:00,Insurance Premium,Home Insurance,SBI Life,8600.79,27.04,46.91,947,Bank Transfer,Successful,MERCH_0002,Web,Rural,normal,normal,8553.880000000001,0.0031438972466482727,0.005454150142021837,0.11010616466626902,4,6,1,Night,1,8600.79,7
3715,b62bd7b0-3a15-4f35-8a63-842b079a75b8,USER_00569,2024-05-19 04:56:00,Rent Payment,2BHK Flat Deposit,OYO Life,2115.56,17.91,33.07,207,Debit Card,Successful,MERCH_0194,Android,Urban,normal,normal,2082.49,0.008465843559152187,0.015631794891187205,0.0978464330957288,4,6,1,Night,1,2115.56,12
3716,d4e91f4e-3057-4f9d-b5f0-cf925a34a2db,USER_00498,2024-05-19 05:28:00,Insurance Premium,Home Insurance,LIC,5942.36,7.83,2.09,434,Bank Transfer,Successful,MERCH_0273,iOS,Urban,normal,normal,5940.2699999999995,0.001317658304108132,0.000351712114378799,0.07303495580880325,5,6,1,Night,2,4507.889999999999,6
3717,521823ea-9780-4453-acfb-3b9527522d60,USER_00403,2024-05-19 08:57:00,Grocery Shopping,Refined Sunflower Oil,Grofers,136.07,16.74,9.74,335,Bank Transfer,Successful,MERCH_0017,Web,Urban,normal,normal,126.33,0.12302491364738737,0.07158080399794224,2.4619681046520174,8,6,1,Morning,2,4654.925,4
3718,5868cbae-232b-49ad-a88e-58faddf34618,USER_06029,2024-05-19 10:59:00,Movie Ticket,3 Idiots,Cinepolis,8067.4,2.65,93.69,184,Wallet Balance,Successful,MERCH_0591,Android,Urban,normal,normal,7973.71,0.0003284825346456107,0.011613407045640478,0.02280784391501599,10,6,1,Morning,1,8067.4,5
3719,e09e0a24-fc33-429f-9304-a5195aa170f8,USER_07539,2024-05-19 14:32:00,Internet Bill,4G Unlimited Plan,Airtel Broadband,1459.18,15.22,36.48,699,Credit Card,Successful,MERCH_0899,Android,Suburban,normal,normal,1422.7,0.010430515769130608,0.02500034265820529,0.4790361710001507,14,6,1,Afternoon,1,1459.18,6
3720,47c329a9-cf4b-4f33-a514-5659d2c51ec6,USER_07248,2024-05-19 15:31:00,Education Fee,IELTS Training,Coursera,1673.52,14.29,46.25,9,Credit Card,Successful,MERCH_0462,iOS,Urban,normal,normal,1627.27,0.008538888092165017,0.027636359290597066,0.005377886132224294,15,6,1,Afternoon,1,1673.52,4
3721,877dc465-fbea-4ce3-8380-1c697d8da0c8,USER_08070,2024-05-19 18:21:00,Online Shopping,Wireless Earbuds,Myntra,4244.22,43.32,54.25,744,Bank Transfer,Successful,MERCH_0598,Android,Rural,normal,normal,4189.97,0.0102068224550094,0.012782089524105724,0.17529722775916423,18,6,1,Evening,2,4552.74,9
3722,df033e49-1952-4b0e-8da1-739b8f1ff6d3,USER_01696,2024-05-19 18:28:00,Insurance Premium,Travel Insurance,Max Life,9245.7,7.13,59.22,920,Debit Card,Successful,MERCH_0842,Web,Urban,normal,normal,9186.480000000001,0.0007711693003233935,0.006405139686556993,0.09950571617076046,18,6,1,Evening,1,9245.7,4
3723,d068d788-6b15-407f-b53c-e98658c4f28d,USER_06875,2024-05-19 18:50:00,Electricity Bill,Agricultural Bill,Reliance Energy,101.66,9.74,6.83,832,Wallet Balance,Successful,MERCH_0116,Web,Urban,normal,normal,94.83,0.09580956128270707,0.06718473342514264,8.184143222506394,18,6,1,Evening,1,101.66,7
3724,37c3e3f8-bfc5-495f-8947-ea4abb966c02,USER_04517,2024-05-19 18:58:00,Insurance Premium,Health Insurance,Max Life,3871.56,29.75,62.09,942,Bank Transfer,Successful,MERCH_0364,Android,Urban,normal,normal,3809.47,0.007684240977797064,0.016037462934837637,0.2433127731457087,18,6,1,Evening,2,2196.32,3
3725,af1c0dea-fbbe-4fc7-98be-9d63682dd459,USER_05722,2024-05-19 19:46:00,Loan Repayment,Education Loan EMI,HDFC Bank,8571.31,32.88,27.77,11,UPI,Successful,MERCH_0052,Android,Suburban,normal,normal,8543.539999999999,0.0038360530654007385,0.0032398781516477645,0.0012833510863566946,19,6,1,Evening,1,8571.31,5
3726,074af9b8-5c02-48bc-bf99-5867c5a4eafb,USER_03347,2024-05-19 19:49:00,Education Fee,Digital Marketing Certification,BYJU'S,5782.14,12.79,70.65,543,UPI,Successful,MERCH_0181,iOS,Urban,normal,normal,5711.490000000001,0.0022119837983860646,0.012218659527441398,0.09390986728097209,19,6,1,Evening,2,6183.275,5
3727,5449810f-cb87-4297-93ab-b99fee1c76b6,USER_02200,2024-05-19 21:06:00,Food Delivery,Butter Chicken,Swiggy,1227.28,31.06,75.87,298,Bank Transfer,Successful,MERCH_0622,iOS,Urban,normal,normal,1151.4099999999999,0.02530799817482563,0.06181963366143016,0.2428133759207353,21,6,1,Evening,1,1227.28,4
3728,53e8b9b7-e932-486e-949f-f64d102fc7b0,USER_08936,2024-05-19 22:50:00,Loan Repayment,Education Loan EMI,SBI,7622.75,38.5,24.55,431,Credit Card,Successful,MERCH_0814,iOS,Urban,normal,normal,7598.2,0.0050506706897117185,0.0032206224787642256,0.05654127447443508,22,6,1,Evening,1,7622.75,4
3729,f2c40bc9-f05d-479b-81ef-1cc865426ff2,USER_05308,2024-05-19 23:19:00,Education Fee,MBA Entrance Prep,BYJU'S,1221.06,20.47,82.94,634,Bank Transfer,Failed,MERCH_0161,iOS,Urban,normal,normal,1138.12,0.016764122975119977,0.0679245901102321,0.5192210047008338,23,6,1,Evening,1,1221.06,7
3730,0354af9c-479e-4930-bd16-4b9f50b4bc5d,USER_05294,2024-05-19 23:35:00,Electricity Bill,Residential Bill,Reliance Energy,2635.27,28.88,99.26,767,Credit Card,Successful,MERCH_0312,iOS,Urban,normal,normal,2536.0099999999998,0.010959028866112391,0.03766596971088352,0.2910517707862951,23,6,1,Evening,1,2635.27,5
3731,1b9d90c7-236d-4b40-9033-2884336aa1a7,USER_06338,2024-05-19 23:36:00,Hotel Booking,Suite,Fab Hotels,4142.03,25.25,52.45,340,UPI,Successful,MERCH_0009,Android,Rural,normal,normal,4089.58,0.006096044693061132,0.012662873035685402,0.08208535428280336,23,6,1,Evening,1,4142.03,7
3732,53e3fbda-5d6d-4e2d-8b26-e87dd6c26584,USER_05856,2024-05-20 00:47:00,Electricity Bill,Temporary Connection Bill,Reliance Energy,957.98,23.5,64.25,594,Credit Card,Successful,MERCH_0247,Android,Urban,normal,normal,893.73,0.024530783523664376,0.06706820601682707,0.6200546984279421,0,0,0,Night,1,957.98,6
3733,7d865f00-c6e4-4e3f-b85a-74c73b9a3bcc,USER_05560,2024-05-20 04:46:00,Movie Ticket,Dangal,SPI Cinemas,6204.89,48.12,95.64,701,Credit Card,Successful,MERCH_0624,Android,Urban,normal,normal,6109.25,0.0077551737420002605,0.015413649557042912,0.11297541132880679,4,0,0,Night,1,6204.89,5
3734,86616370-2040-42f8-b815-d4a12aebf90b,USER_08466,2024-05-20 11:38:00,Streaming Service,Standard Plan,Hotstar,3162.98,6.62,43.96,142,Wallet Balance,Successful,MERCH_0780,Web,Urban,normal,normal,3119.02,0.0020929629653048706,0.013898285793776754,0.044894371763337104,11,0,0,Morning,1,3162.98,4
3735,64fe2c8e-5f4f-43bb-a5c3-479a15708fab,USER_08042,2024-05-20 21:46:00,Water Bill,Residential Connection,Chennai Metro Water,6875.21,19.59,81.12,353,Debit Card,Successful,MERCH_0628,Android,Rural,normal,normal,6794.09,0.0028493675102287783,0.011798912324132646,0.05134388622311173,21,0,0,Evening,3,3983.5866666666666,5
3736,50129103-b355-4089-8c77-96cf60f4f82b,USER_02156,2024-05-20 22:59:00,Loan Repayment,Home Loan EMI,Axis Bank,8646.77,42.95,73.07,539,Wallet Balance,Successful,MERCH_0767,Android,Urban,normal,normal,8573.7,0.004967172713047762,0.008450554368856809,0.06233541542101848,22,0,0,Evening,2,6327.77,10
3737,e4c553bf-4eee-48b0-8b48-be52721f4eb9,USER_03715,2024-05-20 23:39:00,Loan Repayment,Car Loan Installment,Bajaj Finserv,2958.7,48.84,48.7,172,UPI,Successful,MERCH_0952,Android,Urban,normal,normal,2910.0,0.016507249805657893,0.016459931726771897,0.05813363977422517,23,0,0,Evening,1,2958.7,6
3738,73ae9719-08ea-4e90-a6b0-811d11806ac9,USER_09509,2024-05-21 00:07:00,Online Shopping,Smart LED TV,Amazon,2549.25,32.17,75.76,741,Credit Card,Successful,MERCH_0830,iOS,Urban,normal,normal,2473.49,0.01261939786211631,0.02971854467000098,0.29067372756693144,0,1,0,Night,1,2549.25,6
3739,d0d842e0-c48e-4d4a-9304-aae1583b05a3,USER_07736,2024-05-21 00:19:00,Rent Payment,PG Accommodation,Nestaway,6015.61,0.68,11.1,132,UPI,Successful,MERCH_0923,Android,Urban,normal,normal,6004.509999999999,0.00011303924290304726,0.0018451994062115065,0.02194291185765035,0,1,0,Night,3,6423.466666666667,8
3740,11a43a59-17ce-46f3-aa3d-a7b3ea5b5ca4,USER_09413,2024-05-21 01:40:00,Internet Bill,Fiber 100Mbps Plan,Jio Fiber,9361.51,10.72,50.53,39,Credit Card,Successful,MERCH_0333,Android,Urban,normal,normal,9310.98,0.0011451144099616408,0.005397633501432996,0.00416599458847985,1,1,0,Night,3,6576.4766666666665,5
3741,337b865f-d755-432b-a6ca-d35f579b9549,USER_04262,2024-05-21 01:47:00,Grocery Shopping,Whole Wheat Atta,Nature's Basket,8190.88,5.24,71.7,297,UPI,Successful,MERCH_0701,iOS,Suburban,normal,normal,8119.18,0.0006397359013927686,0.008753638192721661,0.03625984021252906,1,1,0,Night,1,8190.88,5
3742,5af0a35c-fecc-4fff-a024-4c88595f9760,USER_06265,2024-05-21 01:56:00,Electricity Bill,Industrial Bill,Tata Power,5242.27,13.22,24.3,571,Wallet Balance,Successful,MERCH_0900,Android,Suburban,normal,normal,5217.97,0.0025218083006026014,0.004635396498081938,0.10892227985204882,1,1,0,Night,1,5242.27,7
3743,aef12881-0341-43b5-913c-bcc4b712a831,USER_09652,2024-05-21 02:11:00,Water Bill,Commercial Property,Bangalore Water Supply,4777.0,17.7,32.18,251,Bank Transfer,Successful,MERCH_0235,Android,Urban,normal,normal,4744.82,0.0037052543437303747,0.006736445467866862,0.05254343730374712,2,1,0,Night,1,4777.0,5
3744,5b71ab70-c069-4bc8-b996-47d9e9f43ccb,USER_05239,2024-05-21 22:12:00,Flight Booking,Bangalore to Kolkata,Yatra,4625.36,35.42,91.54,249,Credit Card,Successful,MERCH_0390,Android,Urban,normal,normal,4533.82,0.00765778231316049,0.019790891952193995,0.05383364754311016,22,1,0,Evening,1,4625.36,8
3745,12a2ce22-9422-4a82-9903-51fe895cc2de,USER_01608,2024-05-21 22:57:00,Internet Bill,Broadband 50Mbps Plan,Jio Fiber,3546.18,49.7,17.05,512,Wallet Balance,Successful,MERCH_0131,Android,Urban,normal,normal,3529.1299999999997,0.01401508101675606,0.004807990570134624,0.14438071389495175,22,1,0,Evening,4,3959.6825,3
3746,6f3ba961-9642-41c5-90cc-9f998b042b2e,USER_07596,2024-05-22 00:41:00,Mobile Recharge,Annual Plan 2999,BSNL,2906.06,46.78,7.37,937,Debit Card,Successful,MERCH_0276,Android,Suburban,normal,normal,2898.69,0.01609739647495234,0.0025360797781188277,0.322429681424334,0,2,0,Night,2,1743.875,8
3747,58492350-ad80-4d79-88a9-9965b5581d22,USER_06421,2024-05-22 04:06:00,Online Shopping,Smart LED TV,Myntra,2337.25,2.64,87.03,131,UPI,Pending,MERCH_0960,iOS,Urban,normal,normal,2250.22,0.0011295325703283773,0.03723606802866617,0.05604877527008236,4,2,0,Night,2,2820.375,7
3748,648ad372-0627-4290-986b-81778878e219,USER_02268,2024-05-22 04:34:00,Grocery Shopping,Refined Sunflower Oil,Nature's Basket,1057.66,35.39,79.74,770,Credit Card,Successful,MERCH_0758,Android,Urban,normal,normal,977.9200000000001,0.03346065843465764,0.07539284836336818,0.7280222377701718,4,2,0,Night,2,3069.015,12
3749,b6854ba9-2671-4aef-af04-b66a27ff5438,USER_04801,2024-05-22 05:39:00,Gas Bill,Commercial Gas Connection,Indraprastha Gas,2423.96,42.22,57.83,79,Credit Card,Successful,MERCH_0914,Android,Rural,normal,normal,2366.13,0.01741777917127345,0.023857654416739548,0.03259129688608723,5,2,0,Night,1,2423.96,4
3750,1239a160-4317-4fda-b2a6-9f59aabff338,USER_09636,2024-05-22 05:52:00,Mobile Recharge,Prepaid Plan 399,Idea,8846.85,28.3,72.0,394,Debit Card,Successful,MERCH_0677,Android,Urban,normal,normal,8774.85,0.0031988786969373278,0.00813848997100663,0.044535625674675165,5,2,0,Night,1,8846.85,6
3751,08b1ca3d-bebd-414a-b91a-a4a0f48afa79,USER_09433,2024-05-22 11:21:00,Gift Card,Rs. 2000 Gift Voucher,Shoppers Stop,1393.15,17.18,25.55,125,Bank Transfer,Successful,MERCH_0058,iOS,Urban,normal,normal,1367.6000000000001,0.012331766141477945,0.01833973369701755,0.08972472454509564,11,2,0,Morning,2,4763.775,7
3752,05585838-662a-4f37-bef5-fd2e165d73e4,USER_06970,2024-05-22 11:22:00,Mobile Recharge,Prepaid Plan 399,Idea,4275.27,31.21,77.86,385,Debit Card,Successful,MERCH_0666,Android,Urban,normal,normal,4197.410000000001,0.0073001237348752235,0.01821171528347917,0.09005279198740664,11,2,0,Morning,1,4275.27,4
3753,f7282827-d51b-46c7-b445-c5d0e070dd53,USER_02448,2024-05-22 12:09:00,Food Delivery,Butter Chicken,Swiggy,1193.02,31.58,64.83,24,Credit Card,Successful,MERCH_0154,Android,Urban,normal,normal,1128.19,0.026470637541700894,0.05434108397176912,0.020117013964560528,12,2,0,Afternoon,1,1193.02,6
3754,db349a47-f129-4e75-9124-5bb1d551149a,USER_06407,2024-05-22 14:26:00,Hotel Booking,Dormitory Bed,Fab Hotels,236.43,42.98,50.34,434,Credit Card,Successful,MERCH_0854,Android,Suburban,normal,normal,186.09,0.18178742122404093,0.2129171424946073,1.835638455356765,14,2,0,Afternoon,1,236.43,7
3755,ce8130a9-d091-4c70-af21-5f6fc6c9c7d0,USER_05126,2024-05-22 18:11:00,Food Delivery,Butter Chicken,Foodpanda,5310.74,3.2,84.52,509,Credit Card,Successful,MERCH_0751,Web,Urban,normal,normal,5226.219999999999,0.0006025525632962638,0.015914919578062566,0.09584351709931196,18,2,0,Evening,1,5310.74,2
3756,cdd1a513-8175-42a8-a595-7ce6cbb91ceb,USER_03091,2024-05-22 20:25:00,Mobile Recharge,Data Pack 50GB,Idea,8026.0,39.78,78.62,393,Bank Transfer,Successful,MERCH_0227,Android,Urban,normal,normal,7947.38,0.004956391726887615,0.00979566409170197,0.048965860951906304,20,2,0,Evening,1,8026.0,6
3757,ab9e71e2-6cb6-4bec-8569-7b698eec248b,USER_08090,2024-05-22 20:48:00,Online Shopping,Smart LED TV,Snapdeal,9032.14,39.67,66.42,741,Debit Card,Successful,MERCH_0080,iOS,Suburban,normal,normal,8965.72,0.00439209312521728,0.007353738981016681,0.08204035809896658,20,2,0,Evening,3,5211.286666666666,5
3758,114559e0-4808-419d-88aa-6f9a35d5d4d1,USER_00065,2024-05-23 00:44:00,Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,7641.92,23.49,88.1,837,UPI,Successful,MERCH_0678,Android,Urban,normal,normal,7553.82,0.003073834847786943,0.011528516393785854,0.10952744859930488,0,3,0,Night,2,6440.085,6
3759,7f8d7174-d6bb-4df8-b6bb-ea0b0ffb58c6,USER_01649,2024-05-23 01:08:00,Streaming Service,Premium Plan,ZEE5,5414.56,14.04,63.95,840,Wallet Balance,Successful,MERCH_0791,Android,Urban,normal,normal,5350.610000000001,0.0025930084808368542,0.011810747318341657,0.15513725953724772,1,3,0,Night,2,4820.515,8
3760,37fd0d6d-0643-4aad-949b-b0176402d16f,USER_06960,2024-05-23 01:39:00,Gaming Credits,Legendary Weapon,Minecraft,6399.01,18.2,89.77,651,Wallet Balance,Successful,MERCH_0368,Android,Urban,normal,normal,6309.24,0.0028441899606345355,0.014028732569569354,0.10173448705346608,1,3,0,Night,3,6648.543333333334,6
3761,41807df5-db00-428a-8f79-fa19776676c8,USER_04319,2024-05-23 01:50:00,Gaming Credits,Premium Skin,Minecraft,6314.28,36.48,6.59,862,Credit Card,Successful,MERCH_0642,iOS,Urban,normal,normal,6307.69,0.005777380794009768,0.0010436661028652514,0.1365159606479282,1,3,0,Night,4,4600.42,6
3762,383afb10-fc92-4610-b84e-9fa1357143fa,USER_03481,2024-05-23 03:41:00,Grocery Shopping,Refined Sunflower Oil,Amazon Pantry,7529.19,13.34,47.9,690,Bank Transfer,Successful,MERCH_0679,Android,Rural,normal,normal,7481.29,0.001771770934190796,0.006361906128016427,0.09164332418228256,3,3,0,Night,2,5066.85,6
3763,122f29a3-8309-42b3-a472-65ed9ff53da3,USER_02404,2024-05-23 03:53:00,Gas Bill,Auto LPG,Adani Gas,7030.37,35.67,46.92,834,Bank Transfer,Successful,MERCH_0234,iOS,Urban,normal,normal,6983.45,0.005073701668617726,0.006673901942572013,0.11862818030914447,3,3,0,Night,1,7030.37,1
3764,0c5e396b-6834-40dc-852d-31d4f963d80a,USER_06582,2024-05-23 07:47:00,Rent Payment,2BHK Flat Deposit,Airbnb,2703.78,14.09,55.33,854,Debit Card,Successful,MERCH_0322,Android,Urban,normal,normal,2648.4500000000003,0.005211222806589293,0.020463943072291383,0.31585410055551855,7,3,0,Morning,1,2703.78,4
3765,85ab37ea-4d9b-49cc-a8ed-610b1b87c920,USER_07774,2024-05-23 07:51:00,Online Shopping,Steel Toe Shoes,Amazon,9577.46,13.21,17.61,348,Bank Transfer,Successful,MERCH_0729,iOS,Urban,normal,normal,9559.849999999999,0.0013792801014047569,0.0018386920958166362,0.036335312285303206,7,3,0,Morning,1,9577.46,8
3766,582ccc85-52e6-445e-aa6d-96ec2999775e,USER_03738,2024-05-23 07:51:00,Internet Bill,Business Internet Plan,BSNL Broadband,1404.73,12.96,55.56,967,Bank Transfer,Successful,MERCH_0019,Android,Urban,normal,normal,1349.17,0.00922597225089519,0.03955208474226364,0.6883885159425654,7,3,0,Morning,1,1404.73,6
3767,538acb5d-8a43-4c57-ba30-57f3c58745a1,USER_03087,2024-05-23 08:17:00,Streaming Service,Basic Plan,Netflix,4862.75,26.72,2.19,798,Debit Card,Failed,MERCH_0952,Android,Suburban,normal,normal,4860.56,0.005494833170531078,0.00045036244923140196,0.16410467328157935,8,3,0,Morning,1,4862.75,6
3768,5613c2e9-e507-4aaf-a424-bbfa9b5620d6,USER_02803,2024-05-23 08:52:00,Internet Bill,Fiber 100Mbps Plan,Hathway,7246.6,36.91,53.97,160,UPI,Successful,MERCH_0038,iOS,Urban,normal,normal,7192.63,0.0050934231225678245,0.00744763061297712,0.022079319956945325,8,3,0,Morning,3,3256.9233333333336,7
3769,eb85f027-0df9-491e-a29c-a50d91d73db2,USER_01136,2024-05-23 12:07:00,Electricity Bill,Industrial Bill,CESC,565.51,46.77,34.59,169,UPI,Successful,MERCH_0001,iOS,Urban,normal,normal,530.92,0.08270410779650228,0.06116602712595711,0.29884529009212923,12,3,0,Afternoon,1,565.51,6
3770,1e956f20-6266-49b6-be59-1c1fa2e49991,USER_09587,2024-05-23 12:39:00,Online Shopping,Wireless Earbuds,Snapdeal,1600.0,4.3,73.49,557,Debit Card,Successful,MERCH_0422,iOS,Urban,normal,normal,1526.51,0.0026875,0.04593125,0.348125,12,3,0,Afternoon,3,4082.4833333333336,3
3771,c6d0f030-718d-4fbc-ac62-a3f0a86fa3e9,USER_09744,2024-05-23 13:41:00,Flight Booking,Bangalore to Kolkata,Yatra,6452.03,33.72,53.16,97,Wallet Balance,Successful,MERCH_0241,Android,Urban,normal,normal,6398.87,0.0052262621221538024,0.008239267331367027,0.015034028050086563,13,3,0,Afternoon,1,6452.03,5
